IsCanceled,LeadTime,arrival_date,StaysInWeekendNights,StaysInWeekNights,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,AssignedRoomType,BookingChanges,DepositType,CustomerType,ADR,TotalOfSpecialRequests
0,122,2016-06-09,1,3,0,0,A,D,0,No Deposit,Transient,75,0
0,57,2016-06-10,1,2,0,0,A,A,0,No Deposit,Transient-Party,90.67,1
0,142,2016-06-10,1,2,0,0,D,D,0,No Deposit,Transient,129,1
0,57,2016-06-10,1,2,0,0,A,A,0,No Deposit,Transient-Party,90.67,1
0,137,2016-06-10,1,2,0,0,D,D,0,No Deposit,Transient,135,1
0,5,2016-06-12,1,0,0,0,A,A,0,No Deposit,Transient,131,0
0,57,2016-06-10,1,2,0,0,A,A,0,No Deposit,Transient-Party,90.67,1
0,57,2016-06-10,1,2,0,0,A,D,0,No Deposit,Transient-Party,90.67,1
0,57,2016-06-10,1,2,0,0,A,D,2,No Deposit,Transient-Party,75.33,0
0,0,2016-06-12,1,0,0,0,A,A,0,No Deposit,Transient,135,1
0,1,2016-06-11,1,1,0,0,D,E,0,No Deposit,Transient,136,2
0,102,2016-06-10,1,2,0,0,A,D,0,No Deposit,Transient,159.3,0
0,0,2016-06-12,2,0,0,0,A,A,0,No Deposit,Transient,69.74,0
0,117,2016-06-09,2,3,0,0,A,A,3,No Deposit,Transient-Party,105.26,0
0,58,2016-06-10,2,2,0,0,A,A,1,No Deposit,Transient,132.85,0
0,1,2016-06-13,1,0,0,0,A,A,0,No Deposit,Transient,88,1
0,17,2016-06-13,1,0,0,0,A,A,0,No Deposit,Transient,101,1
0,4,2016-06-13,1,0,0,0,A,A,0,No Deposit,Transient,99,2
0,13,2016-06-13,1,0,0,0,A,A,0,No Deposit,Transient,89,2
0,2,2016-06-12,2,0,0,0,A,A,0,No Deposit,Transient,108.5,2
0,54,2016-06-09,2,3,0,0,F,F,0,No Deposit,Transient,198.9,2
0,137,2016-06-10,2,2,0,0,D,D,0,No Deposit,Transient,135,1
0,1,2016-06-13,1,0,0,0,A,A,1,No Deposit,Transient,99,1
0,9,2016-06-13,1,0,0,0,A,A,0,No Deposit,Transient,89,0
0,54,2016-06-11,2,1,0,0,D,D,0,No Deposit,Transient,145.8,1
0,147,2016-06-11,2,1,0,0,A,A,0,No Deposit,Transient-Party,102.3,0
0,11,2016-06-14,0,1,0,0,A,A,0,No Deposit,Transient,78.8,0
0,29,2016-06-14,0,1,0,0,A,A,0,No Deposit,Transient,108,1
0,1,2016-06-13,1,1,0,0,A,A,0,No Deposit,Transient,79,2
0,32,2016-06-12,2,1,0,0,A,A,0,No Deposit,Transient,65.14,1
0,1,2016-06-13,1,1,0,0,A,A,0,No Deposit,Transient,79,1
0,24,2016-06-13,1,1,0,0,A,A,0,No Deposit,Transient,99,2
0,159,2016-12-22,4,8,0,1,F,F,1,No Deposit,Transient,146.2,2
0,208,2016-06-11,2,2,0,0,A,A,0,No Deposit,Contract,80.24,2
0,2,2016-06-14,0,1,0,0,A,D,0,No Deposit,Transient,104,0
0,1,2016-06-14,0,1,0,0,A,A,0,No Deposit,Transient,111,1
0,130,2016-06-08,2,5,0,0,A,A,0,No Deposit,Transient,109.65,1
0,20,2016-06-12,2,1,0,0,A,A,0,No Deposit,Transient,99,1
0,1,2016-06-14,0,1,0,0,A,A,0,No Deposit,Transient,99,0
0,8,2016-06-14,0,1,0,0,A,A,0,No Deposit,Transient,101,2
0,1,2016-06-11,2,2,0,0,D,D,0,No Deposit,Transient,131,1
0,18,2016-06-12,2,2,0,0,A,A,0,No Deposit,Transient,90.53,0
0,7,2016-06-13,1,2,0,0,A,A,0,No Deposit,Transient,102.33,1
0,9,2016-06-15,0,1,0,0,A,A,0,No Deposit,Transient,148,0
0,113,2016-06-13,1,2,0,0,A,A,0,No Deposit,Transient,116.1,1
0,16,2016-06-13,1,2,0,0,A,A,0,No Deposit,Transient,132.33,3
0,155,2016-06-14,0,2,0,0,A,A,0,No Deposit,Transient,119.24,0
0,8,2016-06-14,0,2,0,0,A,D,0,No Deposit,Transient,76.08,0
0,15,2016-06-15,0,1,0,0,A,A,0,No Deposit,Transient,95,1
0,34,2016-06-14,0,3,0,0,A,A,0,No Deposit,Transient,107.1,1
0,133,2016-06-13,1,3,0,0,A,D,0,No Deposit,Transient,76,0
0,11,2016-06-14,0,3,0,0,D,D,0,No Deposit,Transient-Party,90,0
0,11,2016-06-14,0,3,0,0,D,D,0,No Deposit,Transient-Party,90,0
0,11,2016-06-14,0,3,0,0,D,D,0,No Deposit,Transient-Party,90,0
0,256,2016-06-15,0,2,0,0,A,A,0,No Deposit,Transient-Party,115,1
0,256,2016-06-15,0,2,0,0,A,A,0,No Deposit,Transient-Party,115,1
0,256,2016-06-15,0,2,0,0,A,A,3,No Deposit,Transient-Party,90,0
0,115,2016-06-14,0,3,0,0,A,A,0,No Deposit,Transient,135.9,2
0,256,2016-06-15,0,2,0,0,A,A,0,No Deposit,Transient-Party,115,1
0,28,2016-06-14,0,3,0,0,D,D,0,No Deposit,Transient,108.42,1
0,256,2016-06-15,0,2,0,0,A,A,0,No Deposit,Transient-Party,115,1
0,256,2016-06-15,0,2,0,0,A,A,0,No Deposit,Transient-Party,115,1
0,256,2016-06-15,0,2,0,0,A,A,1,No Deposit,Transient-Party,90,0
0,256,2016-06-15,0,2,0,0,A,A,0,No Deposit,Transient-Party,115,1
0,138,2016-06-12,2,3,0,0,D,D,0,No Deposit,Transient,90.95,0
0,31,2016-06-12,2,3,0,0,A,D,0,No Deposit,Transient,126.9,2
0,256,2016-06-15,0,2,0,0,A,A,0,No Deposit,Transient-Party,115,1
0,0,2016-06-16,0,1,0,0,A,E,0,No Deposit,Transient,119,1
0,60,2016-06-10,2,5,0,0,A,B,0,No Deposit,Transient,85.5,0
0,1,2016-06-17,0,1,0,0,A,A,0,No Deposit,Transient,89.25,0
0,48,2016-06-15,0,3,0,0,D,D,0,No Deposit,Transient,118,2
0,3,2016-06-15,0,3,0,0,A,A,0,No Deposit,Transient,132,1
0,88,2016-06-15,0,3,0,0,A,A,0,No Deposit,Transient,134.1,1
0,0,2016-06-17,0,1,0,0,A,D,0,No Deposit,Transient,115,0
0,2,2016-06-17,0,1,0,0,A,A,0,No Deposit,Transient,141,1
0,18,2016-06-13,1,4,0,0,A,A,3,No Deposit,Transient,94.4,1
0,37,2016-06-17,0,2,0,0,D,D,0,No Deposit,Transient,96.3,0
0,150,2016-06-16,0,3,0,0,A,A,0,No Deposit,Transient-Party,90,1
0,92,2016-06-16,0,3,0,0,A,A,2,No Deposit,Transient,135.9,1
0,95,2016-06-16,0,3,0,0,A,A,1,No Deposit,Transient,137.1,1
0,150,2016-06-16,0,3,0,0,A,A,1,No Deposit,Transient-Party,90,1
0,150,2016-06-16,0,3,0,0,A,A,0,No Deposit,Transient-Party,90,1
0,150,2016-06-16,0,3,0,0,A,A,0,No Deposit,Transient-Party,90,1
0,150,2016-06-16,0,3,0,0,A,A,0,No Deposit,Transient-Party,90,1
0,0,2016-06-18,0,1,0,0,A,A,0,No Deposit,Transient,85,1
0,0,2016-06-18,0,1,0,0,A,D,0,No Deposit,Transient,129,2
0,18,2016-06-16,0,3,0,0,D,E,1,No Deposit,Transient,166,2
0,24,2016-06-14,0,5,0,0,D,D,0,No Deposit,Transient,150,2
0,87,2016-06-12,2,5,0,0,A,A,0,No Deposit,Transient,134.42,1
0,122,2016-06-16,0,3,0,0,A,A,0,No Deposit,Transient,116.1,2
0,122,2016-06-16,0,3,0,0,A,A,1,No Deposit,Transient,116.1,2
0,122,2016-06-16,0,3,0,0,A,A,1,No Deposit,Transient,116.1,2
0,75,2016-06-16,0,3,0,0,A,A,0,No Deposit,Transient,130.5,1
0,10,2016-06-14,0,5,0,0,D,D,0,No Deposit,Transient,169,2
0,54,2016-06-17,1,2,0,0,D,D,0,No Deposit,Transient,159.3,2
0,1,2016-06-17,1,2,0,0,A,A,0,No Deposit,Transient-Party,75,1
0,45,2016-06-17,1,2,0,0,A,A,0,No Deposit,Transient-Party,65,1
0,1,2016-06-17,1,2,0,0,A,A,0,No Deposit,Transient-Party,75,1
0,1,2016-06-17,1,2,0,0,A,A,0,No Deposit,Transient-Party,70,0
0,45,2016-06-17,1,2,0,0,A,D,1,No Deposit,Transient-Party,96.5,1
0,1,2016-06-17,1,2,0,0,A,A,0,No Deposit,Transient-Party,70,0
0,1,2016-06-19,1,0,0,0,A,A,0,No Deposit,Transient,131,0
0,110,2016-06-13,2,5,0,0,D,D,0,No Deposit,Transient-Party,150.45,4
0,45,2016-06-17,1,2,0,0,A,A,1,No Deposit,Transient-Party,32.5,1
0,84,2016-06-15,1,4,0,0,D,D,0,No Deposit,Transient,170.1,2
0,44,2016-06-18,1,1,0,0,D,D,0,No Deposit,Transient,96.3,0
0,38,2016-06-18,1,1,0,0,A,A,0,No Deposit,Transient,85.5,0
0,44,2016-06-18,1,1,0,0,D,E,0,No Deposit,Transient,96.3,0
0,44,2016-06-18,1,1,0,0,D,D,0,No Deposit,Transient,96.3,0
0,0,2016-06-16,1,3,0,0,A,B,1,No Deposit,Transient,135.5,1
0,75,2016-06-17,2,2,0,0,B,B,1,No Deposit,Transient,118.6,2
0,111,2016-06-17,2,2,0,0,A,A,0,No Deposit,Transient-Party,129.65,1
0,27,2016-06-20,1,0,0,0,A,A,0,No Deposit,Transient,99,2
0,93,2016-06-16,2,3,0,0,A,A,0,No Deposit,Transient,157.25,1
0,3,2016-06-20,1,0,0,0,D,D,0,No Deposit,Transient,152,0
0,0,2016-06-20,1,0,0,0,A,A,0,No Deposit,Transient,95,0
0,30,2016-06-20,1,0,0,0,F,F,0,No Deposit,Transient,162.35,1
0,4,2016-06-16,2,3,0,0,A,E,0,No Deposit,Transient,168.5,2
0,20,2016-06-18,2,1,0,0,A,A,0,No Deposit,Transient,141,1
0,77,2016-06-19,2,0,0,0,D,D,0,No Deposit,Transient,164.3,2
0,11,2016-06-18,2,1,0,0,A,A,0,No Deposit,Transient,141,1
0,1,2016-06-19,2,0,0,0,A,A,0,No Deposit,Transient,135,0
0,0,2016-06-21,0,0,0,0,D,C,1,No Deposit,Transient,0,1
0,35,2016-06-17,2,3,0,0,D,D,0,No Deposit,Transient,96.3,0
0,38,2016-06-19,2,1,0,0,A,D,0,No Deposit,Transient,81,0
0,13,2016-06-19,2,1,0,0,A,A,0,No Deposit,Transient,141,1
0,62,2016-06-20,1,1,0,0,A,A,1,No Deposit,Transient,102.15,0
0,0,2016-06-21,0,1,0,0,A,A,0,No Deposit,Transient,129,1
0,48,2016-06-21,0,1,0,0,A,A,0,No Deposit,Transient,89.1,1
0,125,2016-06-17,2,3,0,0,D,D,0,No Deposit,Transient,128.69,1
0,79,2016-06-16,2,4,0,0,D,D,0,No Deposit,Transient,152.4,0
0,66,2016-06-20,1,1,0,0,A,A,0,No Deposit,Transient,89.75,0
0,0,2016-06-21,0,1,0,0,D,D,0,No Deposit,Transient,177,1
0,58,2016-06-21,0,1,0,0,A,D,0,No Deposit,Transient,125.1,1
0,47,2016-06-21,0,1,0,0,A,B,0,No Deposit,Transient,101.7,1
0,37,2016-06-19,2,1,0,0,E,E,0,No Deposit,Transient,157.45,1
0,36,2016-06-19,2,1,0,0,A,A,0,No Deposit,Transient,108.9,1
0,2,2016-06-17,2,3,0,0,D,D,0,No Deposit,Transient,122.75,0
0,17,2016-06-18,2,2,0,0,A,A,0,No Deposit,Transient,141,2
0,5,2016-06-21,0,2,0,0,D,D,0,No Deposit,Transient,156,1
0,0,2016-06-22,0,1,0,0,D,E,0,No Deposit,Transient,147,2
0,0,2016-06-22,0,1,0,0,D,D,0,No Deposit,Transient,126,1
0,0,2016-06-22,0,1,0,0,A,A,0,No Deposit,Transient,129,1
0,11,2016-06-16,2,5,0,0,D,D,0,No Deposit,Transient,156,1
0,50,2016-06-22,0,1,0,0,A,A,0,No Deposit,Transient,76.92,1
0,15,2016-06-19,2,2,0,0,F,G,0,No Deposit,Transient,278,2
0,56,2016-06-20,1,2,0,0,A,A,0,No Deposit,Transient,99.9,2
0,14,2016-06-19,2,2,0,0,D,D,0,No Deposit,Transient,156,1
0,30,2016-06-19,2,2,0,0,A,A,0,No Deposit,Transient,85.5,0
0,37,2016-06-20,1,2,0,0,A,A,0,No Deposit,Transient,108.9,1
0,53,2016-06-21,0,2,0,0,A,A,1,No Deposit,Transient,109.1,0
0,140,2016-06-19,2,2,0,0,D,D,0,No Deposit,Transient,127.71,1
0,165,2016-06-20,1,2,0,0,A,A,0,No Deposit,Transient-Party,95.4,1
0,36,2016-06-19,2,2,0,0,D,D,0,No Deposit,Transient,87.89,1
0,28,2016-06-20,1,2,0,0,A,A,0,No Deposit,Transient,85.5,0
0,35,2016-06-21,0,2,0,0,A,B,1,No Deposit,Transient,102,1
0,45,2016-06-17,2,4,0,0,D,D,0,No Deposit,Transient,135.9,1
0,9,2016-06-20,1,2,0,0,A,D,0,No Deposit,Transient,179,2
0,39,2016-06-20,1,2,0,0,A,A,0,No Deposit,Transient,94.5,2
0,63,2016-06-20,1,2,0,0,A,A,0,No Deposit,Transient,99.9,1
0,0,2016-06-23,0,1,0,0,A,A,0,No Deposit,Transient,97,1
0,31,2016-06-17,2,5,0,0,D,D,0,No Deposit,Transient,96.3,0
0,19,2016-06-21,0,3,0,0,A,A,0,No Deposit,Transient,130.67,1
0,34,2016-06-19,2,3,0,0,A,A,0,No Deposit,Transient,80.75,1
0,13,2016-06-20,1,3,0,0,A,A,0,No Deposit,Transient,131,1
0,54,2016-06-20,1,3,0,0,D,D,0,No Deposit,Transient,113.4,1
0,18,2016-06-23,0,1,0,0,A,A,0,No Deposit,Transient,89,0
0,107,2016-06-20,1,3,0,0,A,A,0,No Deposit,Transient,86.72,1
0,6,2016-06-23,0,1,0,0,A,A,0,No Deposit,Transient,99,2
0,6,2016-06-23,0,1,0,0,A,A,0,No Deposit,Transient,91,2
0,60,2016-06-21,0,3,0,0,A,A,0,No Deposit,Transient,75.48,0
0,15,2016-06-21,0,3,0,0,D,D,0,No Deposit,Transient,142.67,1
0,3,2016-06-23,0,1,0,0,D,D,0,No Deposit,Transient,124,1
0,230,2016-06-19,2,3,0,0,A,A,0,No Deposit,Transient,80.75,0
0,9,2016-06-22,0,2,0,0,A,D,1,No Deposit,Transient,104,0
0,65,2016-06-21,0,3,0,0,A,B,1,No Deposit,Transient,99.9,0
0,24,2016-06-23,0,1,0,0,A,A,0,No Deposit,Transient,101,1
0,56,2016-06-21,0,3,0,0,D,D,0,No Deposit,Transient,87.32,1
0,56,2016-06-21,0,3,0,0,A,A,0,No Deposit,Transient,76.92,1
0,0,2016-06-23,0,1,0,0,E,E,0,No Deposit,Transient,126,0
0,59,2016-06-22,0,2,0,0,A,A,0,No Deposit,Transient,99.9,2
0,10,2016-06-23,0,1,0,0,A,A,0,No Deposit,Transient,91,1
0,9,2016-06-23,0,1,0,0,D,D,0,No Deposit,Transient,127,3
0,8,2016-06-20,1,3,0,0,A,A,0,No Deposit,Transient,128.5,2
0,19,2016-06-22,0,2,0,0,A,A,0,No Deposit,Transient-Party,90,0
0,19,2016-06-22,0,2,0,0,A,A,1,No Deposit,Transient-Party,90,0
0,75,2016-06-20,1,3,0,0,A,A,0,No Deposit,Transient,80.75,1
0,16,2016-06-23,0,1,0,0,A,A,1,No Deposit,Transient,101,1
0,64,2016-06-20,1,3,0,0,A,A,0,No Deposit,Transient,68.61,1
0,47,2016-06-21,0,3,0,0,A,A,0,No Deposit,Transient,101.7,1
0,18,2016-06-21,0,3,0,0,A,A,1,No Deposit,Transient-Party,90,0
0,19,2016-06-22,0,2,0,0,A,A,0,No Deposit,Transient-Party,90,0
0,265,2016-06-24,0,2,0,0,A,D,0,No Deposit,Transient-Party,115,1
0,265,2016-06-24,0,2,0,0,A,A,0,No Deposit,Transient-Party,115,1
0,192,2016-06-24,0,2,0,0,A,A,1,No Deposit,Transient-Party,110,0
0,192,2016-06-24,0,2,0,0,A,A,0,No Deposit,Transient-Party,95,0
0,265,2016-06-24,0,2,0,0,A,D,0,No Deposit,Transient-Party,115,1
0,192,2016-06-24,0,2,0,0,A,A,0,No Deposit,Transient-Party,95,0
0,265,2016-06-24,0,2,0,0,A,A,0,No Deposit,Transient-Party,115,1
0,265,2016-06-24,0,2,0,0,A,A,0,No Deposit,Transient-Party,115,1
0,265,2016-06-24,0,2,0,0,A,D,0,No Deposit,Transient-Party,115,1
0,265,2016-06-24,0,2,0,0,A,A,0,No Deposit,Transient-Party,115,1
0,265,2016-06-24,0,2,0,0,A,A,0,No Deposit,Transient-Party,115,1
0,192,2016-06-24,0,2,0,0,A,A,0,No Deposit,Transient-Party,95,0
0,235,2016-06-24,0,2,0,0,A,D,0,No Deposit,Transient-Party,65,1
0,265,2016-06-24,0,2,0,0,A,A,0,No Deposit,Transient-Party,115,1
0,235,2016-06-24,0,2,0,0,A,D,0,No Deposit,Transient-Party,65,1
0,133,2016-06-21,0,5,0,0,D,D,0,No Deposit,Transient-Party,90.95,0
0,192,2016-06-24,0,2,0,0,A,A,0,No Deposit,Transient-Party,95,0
0,265,2016-06-24,0,2,0,0,A,D,0,No Deposit,Transient-Party,115,1
0,265,2016-06-24,0,2,0,0,A,A,0,No Deposit,Transient-Party,115,1
0,265,2016-06-24,0,2,0,0,A,D,0,No Deposit,Transient-Party,115,1
0,265,2016-06-24,0,2,0,0,A,D,0,No Deposit,Transient-Party,115,1
0,265,2016-06-24,0,2,0,0,A,D,1,No Deposit,Transient-Party,90,0
0,192,2016-06-24,0,2,0,0,A,A,0,No Deposit,Transient-Party,95,0
0,192,2016-06-24,0,2,0,0,A,A,0,No Deposit,Transient-Party,95,0
0,4,2016-06-24,0,2,0,0,A,F,0,No Deposit,Transient-Party,95,0
0,190,2016-06-22,0,4,0,0,A,A,2,No Deposit,Transient-Party,95,0
0,192,2016-06-24,0,2,0,0,A,D,0,No Deposit,Transient-Party,95,0
0,192,2016-06-24,0,2,0,0,A,D,0,No Deposit,Transient-Party,95,0
0,192,2016-06-24,0,2,0,0,A,E,0,No Deposit,Transient-Party,95,0
0,192,2016-06-24,0,2,0,0,A,D,0,No Deposit,Transient-Party,95,0
0,192,2016-06-24,0,2,0,0,A,A,0,No Deposit,Transient-Party,95,0
0,192,2016-06-24,0,2,0,0,A,A,2,No Deposit,Transient-Party,110,0
0,192,2016-06-24,0,2,0,0,A,D,0,No Deposit,Transient-Party,95,0
0,192,2016-06-24,0,2,0,0,A,A,0,No Deposit,Transient-Party,95,0
0,192,2016-06-24,0,2,0,0,A,A,0,No Deposit,Transient-Party,95,0
0,192,2016-06-24,0,2,0,0,A,A,0,No Deposit,Transient-Party,95,0
0,192,2016-06-24,0,2,0,0,A,A,0,No Deposit,Transient-Party,95,0
0,192,2016-06-24,0,2,0,0,A,A,0,No Deposit,Transient-Party,95,0
0,265,2016-06-24,0,2,0,0,A,D,1,No Deposit,Transient-Party,90,0
0,192,2016-06-24,0,2,0,0,A,A,0,No Deposit,Transient-Party,95,0
0,192,2016-06-24,0,2,0,0,A,A,0,No Deposit,Transient-Party,95,0
0,192,2016-06-24,0,2,0,0,A,A,1,No Deposit,Transient-Party,95,0
0,59,2016-06-26,1,0,0,0,A,A,0,No Deposit,Transient,89.1,1
0,82,2016-06-26,1,0,0,0,A,A,0,No Deposit,Transient,96.3,1
0,34,2016-06-26,1,0,0,0,A,A,0,No Deposit,Transient,94.5,1
0,53,2016-06-24,1,2,0,0,A,A,0,No Deposit,Transient-Party,65,1
0,53,2016-06-24,1,2,0,0,A,A,0,No Deposit,Transient-Party,65,1
0,53,2016-06-24,1,2,0,0,A,A,0,No Deposit,Transient-Party,65,1
0,53,2016-06-24,1,2,0,0,A,A,0,No Deposit,Transient-Party,65,1
0,166,2016-06-26,1,0,0,0,A,A,0,No Deposit,Transient-Party,96.3,1
0,166,2016-06-26,1,0,0,0,A,A,0,No Deposit,Transient-Party,96.3,1
0,53,2016-06-24,1,2,0,0,A,A,0,No Deposit,Transient-Party,65,1
0,190,2016-06-22,1,4,0,0,G,G,2,No Deposit,Transient-Party,110,0
0,117,2016-06-27,1,0,0,0,A,E,0,No Deposit,Transient,128.7,2
0,37,2016-06-26,2,0,0,0,A,A,0,No Deposit,Transient,99.9,0
0,75,2016-06-25,2,1,0,0,A,A,0,No Deposit,Transient,80.75,0
0,114,2016-06-26,2,0,0,0,A,A,0,No Deposit,Transient,85.5,1
0,2,2016-06-26,2,0,0,0,A,A,0,No Deposit,Transient,122,1
0,55,2016-06-26,2,0,0,0,D,D,0,No Deposit,Transient,148.8,2
0,4,2016-06-26,2,0,0,0,A,A,0,No Deposit,Transient,113,1
0,241,2016-06-20,3,6,0,0,A,A,0,No Deposit,Contract,106.2,1
0,1,2016-06-26,2,1,0,0,D,D,0,No Deposit,Transient,152.67,0
0,128,2016-06-26,2,1,0,0,D,D,0,No Deposit,Transient,109.8,1
0,58,2016-06-27,1,1,0,0,F,F,1,No Deposit,Transient,180.9,2
0,33,2016-06-27,1,1,0,0,D,D,0,No Deposit,Transient,141.3,2
0,41,2016-06-27,1,1,0,0,F,F,1,No Deposit,Transient,189.9,3
0,87,2016-06-26,2,1,0,0,A,A,0,No Deposit,Transient,102.3,1
0,127,2016-06-27,1,1,0,0,A,A,0,No Deposit,Transient,96.3,1
0,22,2016-06-27,1,1,0,0,D,D,0,No Deposit,Transient,187,2
0,41,2016-06-28,0,1,0,0,A,A,0,No Deposit,Transient-Party,85.6,0
0,28,2016-06-26,2,1,0,0,A,A,0,No Deposit,Transient,121.03,1
0,4,2016-06-26,2,1,0,0,E,E,0,No Deposit,Transient,162.88,2
0,45,2016-06-26,2,1,0,0,A,A,0,No Deposit,Transient,95.1,1
0,59,2016-06-26,2,1,0,0,D,D,0,No Deposit,Transient,119.4,1
0,5,2016-06-27,1,1,0,0,F,F,0,No Deposit,Transient,84,0
0,2,2016-06-28,0,1,0,0,A,A,0,No Deposit,Transient,127,0
0,1,2016-06-26,2,1,0,0,A,A,0,No Deposit,Transient,127,0
0,92,2016-06-26,2,1,0,0,A,A,0,No Deposit,Transient,80.75,1
0,85,2016-06-26,2,1,0,0,D,D,0,No Deposit,Transient,134.7,2
0,145,2016-06-28,0,2,0,0,A,A,0,No Deposit,Transient,105.3,1
0,37,2016-06-26,2,2,0,0,D,D,2,No Deposit,Transient,156.6,2
0,69,2016-06-29,0,1,0,0,A,A,0,No Deposit,Transient,117.9,1
0,2,2016-06-29,0,1,0,0,A,A,0,No Deposit,Transient,65,0
0,0,2016-10-03,1,0,0,1,A,E,0,No Deposit,Transient,65,0
0,124,2016-06-27,1,2,0,0,A,A,0,No Deposit,Transient,96.3,2
0,35,2016-06-26,2,2,0,0,A,D,0,No Deposit,Transient,125.1,1
0,118,2016-06-27,1,2,0,0,A,A,0,No Deposit,Transient,96.3,1
0,77,2016-06-26,2,2,0,0,A,A,0,No Deposit,Transient,112.5,0
0,117,2016-06-26,2,2,0,0,B,B,0,No Deposit,Transient-Party,83.83,1
0,0,2016-06-28,0,2,0,0,A,A,1,No Deposit,Transient,143.5,2
0,105,2016-06-26,2,2,0,0,A,A,0,No Deposit,Transient,99.45,1
0,146,2016-06-30,0,1,0,0,A,A,0,No Deposit,Transient,85.5,1
0,71,2016-06-26,2,3,0,0,A,A,0,No Deposit,Transient,91.47,1
0,40,2016-06-29,0,2,0,0,A,A,0,No Deposit,Transient,87.32,1
0,0,2016-06-30,0,1,0,0,A,A,0,No Deposit,Transient,141,3
0,20,2016-06-28,0,3,0,0,A,A,0,No Deposit,Transient,76.5,0
0,22,2016-06-30,0,1,0,0,A,A,0,No Deposit,Transient,85,0
0,228,2016-06-26,2,3,0,0,A,A,0,No Deposit,Transient,77.23,1
0,96,2016-06-29,0,2,0,0,A,A,0,No Deposit,Transient,118.8,1
0,144,2016-06-27,1,3,0,0,A,A,1,No Deposit,Transient,80.75,0
0,34,2016-06-28,0,3,0,0,A,A,0,No Deposit,Transient,76.5,0
0,131,2016-06-26,2,3,0,0,B,B,0,No Deposit,Transient,83.83,1
0,6,2016-06-30,0,1,0,0,A,A,0,No Deposit,Transient,139,1
0,89,2016-06-26,2,3,0,0,A,A,0,No Deposit,Transient,107.1,3
0,80,2016-06-26,2,3,0,0,A,A,0,No Deposit,Transient,107.1,0
0,40,2016-06-26,2,3,0,0,A,A,0,No Deposit,Transient,110.7,0
0,89,2016-06-26,2,3,0,0,A,A,0,No Deposit,Transient,107.1,2
0,122,2016-06-30,0,1,0,0,A,A,0,No Deposit,Transient,85.5,1
0,12,2016-06-27,1,3,0,0,D,D,0,No Deposit,Transient,131,0
0,35,2016-06-27,1,4,0,0,E,E,1,No Deposit,Transient,88.98,0
0,14,2016-07-01,0,1,0,0,A,A,1,No Deposit,Transient,149,3
0,120,2016-06-30,0,2,0,0,B,B,0,No Deposit,Transient-Party,97.55,0
0,0,2016-06-26,2,4,0,0,D,D,0,No Deposit,Transient,130.8,1
0,27,2016-06-29,0,3,0,0,D,D,0,No Deposit,Transient,125.25,1
0,1,2016-06-29,0,3,0,0,G,G,0,No Deposit,Transient,209.1,2
0,58,2016-06-28,0,4,0,0,D,D,0,No Deposit,Transient,131.4,1
0,53,2016-06-30,0,2,0,0,A,A,0,No Deposit,Transient,119.7,1
0,100,2016-06-30,0,2,0,0,A,A,0,No Deposit,Transient,103.5,0
0,132,2016-06-28,0,4,0,0,A,A,0,No Deposit,Transient,90.95,0
0,0,2016-06-27,1,4,0,0,A,A,0,No Deposit,Transient,76.47,1
0,33,2016-07-01,0,1,0,0,A,C,0,No Deposit,Transient,152.1,2
0,145,2016-07-01,0,1,0,0,A,A,0,No Deposit,Transient,72.76,0
0,79,2016-06-29,0,3,0,0,A,D,0,No Deposit,Transient,173.25,1
0,2,2016-07-01,0,1,0,0,A,A,0,No Deposit,Transient,147,0
0,7,2016-06-30,0,2,0,0,A,A,1,No Deposit,Transient,151,1
0,126,2016-06-28,0,4,0,0,A,A,0,No Deposit,Transient,90.95,1
0,131,2016-06-29,0,3,0,0,A,A,0,No Deposit,Transient-Party,85.5,0
0,99,2016-06-27,1,4,0,0,A,A,1,No Deposit,Transient,94.35,1
0,30,2016-06-29,0,3,0,0,D,D,0,No Deposit,Transient,146.4,1
0,174,2016-06-29,0,3,0,0,A,A,0,No Deposit,Transient-Party,85.5,1
0,51,2016-07-01,0,2,0,0,A,A,0,No Deposit,Transient,117.9,1
0,16,2016-07-01,0,2,0,0,D,D,0,No Deposit,Transient,187,3
0,16,2016-07-01,0,2,0,0,D,D,0,No Deposit,Transient,166,2
0,38,2016-06-30,0,3,0,0,A,A,0,No Deposit,Transient,117.9,2
0,239,2016-06-28,0,5,0,0,A,A,1,No Deposit,Contract,80.75,2
0,53,2016-07-01,0,2,0,0,A,B,0,No Deposit,Transient,78.35,1
0,129,2016-06-30,0,3,0,0,A,A,0,No Deposit,Transient-Party,85.5,1
0,142,2016-07-01,0,2,0,0,A,A,0,No Deposit,Transient-Party,85.5,1
0,82,2016-07-02,0,1,0,0,G,G,0,No Deposit,Transient,185.03,2
0,132,2016-07-01,1,2,0,0,A,A,0,No Deposit,Transient,72.25,0
0,132,2016-07-01,1,2,0,0,A,A,0,No Deposit,Transient,72.25,0
0,54,2016-07-03,1,0,0,0,D,D,0,No Deposit,Transient,159.3,2
0,136,2016-06-30,1,3,0,0,A,A,1,No Deposit,Transient-Party,123.25,0
0,44,2016-06-28,1,5,0,0,A,A,0,No Deposit,Transient,117.9,1
0,7,2016-06-28,1,5,0,0,D,D,0,No Deposit,Transient,182,0
0,1,2016-07-02,1,1,0,0,D,A,0,No Deposit,Transient,166,0
0,78,2016-07-12,0,1,0,1,A,A,0,No Deposit,Transient,105.3,1
